Bibtex Key	Title	Year	URL	Descartado? (S/N) Marcar critério no parsifal	Qual o método de avaliação utilizado (simulação, modelagem analitica, aferição)?	A aplicação está disponível? Open source? Link	Quais as aplicações utilizadas nos testes realizados? Usou alguma benchmarking tool?	Quais as categorias de aplicações (ImageTools, Math, Streaming)?	Usou algum testbed? Real ou virtual?	Quais e quantos dispositivos foram utilizados?	Qual arquitetura utilizada (Single ou multi-cloudlet, Nuvem, D2D, Híbrido, Edge)?	Quais as métrica de avaliação foram adotadas (tempo, energia)?
Cheng2018246	User-oriented green computation in small cell networks with mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062782962&doi=10.1145%2f3290420.3290456&partnerID=40&md5=e727ced6f324ee2ddca7b115208f6277	Sim								
Yu201811098	Computation Offloading with Data Caching Enhancement for Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053106248&doi=10.1109%2fTVT.2018.2869144&partnerID=40&md5=14fafe33f0d21cf5ab948ad054886ed3	Sim								
Lakhan2018	Energy Aware Dynamic Workflow Application Partitioning and Task Scheduling in Heterogeneous Mobile Cloud Network	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070526567&doi=10.1109%2fICCBB.2018.8756442&partnerID=40&md5=74bb430ea2c57bd70004a1c3c19408fe	Sim								
Liu201811008	Computation offloading and content caching in wireless blockchain networks with mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051757292&doi=10.1109%2fTVT.2018.2866365&partnerID=40&md5=67aa44444d572867c521328a12abd50b	Sim								
Yu2018	Multi-user optimal offloading: Leveraging mobility and allocating resources in mobile edge cloud computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057536525&doi=10.1109%2fNAS.2018.8515725&partnerID=40&md5=70ead6c0166a0732ab0f8b5d6a601db3	Não (Não usa apps)	Simulação	-	-	-	Não detalha	30 smart mobile devices, 0-20 edge clouds	Edge	Execution time, energy consumption
Zhang2018	Energy-efficient dynamic task offloading for energy harvesting mobile cloud computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057525238&doi=10.1109%2fNAS.2018.8515736&partnerID=40&md5=565d40b91d15f35cccd4587c5d8e937d	Sim								
Yu2018	Energy-efficient task offloading and resource scheduling for mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057574058&doi=10.1109%2fNAS.2018.8515731&partnerID=40&md5=75fd043a9c0860bceed567b31747b4a9	Sim								
Dong2018	Joint optimization of energy and qoe with fairness in cooperative fog computing system	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057528756&doi=10.1109%2fNAS.2018.8515738&partnerID=40&md5=5831c3600fd1378a760f27e4b81820e2	Sim								
Gao20181000	Joint Computation Offloading and Prioritized Scheduling in Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057395107&doi=10.1109%2fHPCS.2018.00157&partnerID=40&md5=2813257489df1112fec97ca8b14b8df8	Sim								
Mazouzi2018137	Maximizing mobiles energy saving through tasks optimal offloading placement in two-tier cloud	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058442231&doi=10.1145%2f3242102.3242133&partnerID=40&md5=96e1adfe0c4303229ecc8c597b06a1c1									
Dong2018	Computation offloading for mobile-edge computing with maximum flow minimum cut	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056835245&doi=10.1145%2f3207677.3277943&partnerID=40&md5=36b036c6d8b390ff49ceb41f0f2577a4									
Cheng2018	Distributed computation offloading and power allocation for wireless virtualization aided mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056837771&doi=10.1145%2f3207677.3277938&partnerID=40&md5=39883060185961b163404297e8b32863									
Zhang2018355	Jaguar: Low latency mobile augmented reality with flexible tracking	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056836191&doi=10.1145%2f3240508.3240561&partnerID=40&md5=a1556b2f4546259659edc6e45175aea3									
Zhang2018829	Demo: Low latency mobile augmented reality with flexible tracking	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056825862&doi=10.1145%2f3241539.3267719&partnerID=40&md5=dc5a028d1b7b171b7e36f622f17a65fe									
Wu2018	Optimal computational power allocation in multi-access mobile edge computing for blockchain	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055075827&doi=10.3390%2fs18103472&partnerID=40&md5=a18fab8d5f3a7e7e2914652b4ecb9a3d									
Jeong2018401	Ionn: Incremental offloading of neural network computations from mobile devices to edge servers	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058984756&doi=10.1145%2f3267809.3267828&partnerID=40&md5=031c3490fd7ca47cb7a1f30772e09b6a									
Ren2018	A low-cost edge server placement strategy in wireless metropolitan area networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060491538&doi=10.1109%2fICCCN.2018.8487438&partnerID=40&md5=66fbc48632de0dc06e3bbc4f6a801a22									
Zhang2018	Energy management for multi-user mobile-edge computing systems with energy harvesting devices and QoS constraints	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060485420&doi=10.1109%2fICCCN.2018.8487435&partnerID=40&md5=bc5d256798f00cc0aa57ac55d7e93543									
Ranadheera2018688	Computation offloading and activation of mobile edge computing servers: A minority game	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042846526&doi=10.1109%2fLWC.2018.2810292&partnerID=40&md5=8d969d3922a96d835cc54c3e6f8fe07b									
Chen20186790	Multi-user multi-task offloading and resource allocation in mobile cloud systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051756103&doi=10.1109%2fTWC.2018.2864559&partnerID=40&md5=47a628036a86f52346b379d466aa26eb									
Zhang2018438	A load-aware resource allocation and task scheduling for the emerging cloudlet system	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042565909&doi=10.1016%2fj.future.2018.01.053&partnerID=40&md5=821030afdd268185dd2f6e4424c530f4									
Qi20182133	Cluster-PSO Based Resource Orchestration for Multi-task Applications in Vehicular Cloud	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033676507&doi=10.1007%2fs11277-017-5046-x&partnerID=40&md5=3ab29bfe3c3a3bef9fa325f9a316a1f1									
Pan201897	A bandwidth allocation and energy-optimal transmission rate scheduling scheme in multi-services wireless networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051398445&doi=10.1016%2fj.aeue.2018.07.034&partnerID=40&md5=362ac0e50cc356c94962d8bfc2381c2e									
Zhang20184642	Energy-Delay Tradeoff for Dynamic Offloading in Mobile-Edge Computing System with Energy Harvesting Devices	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047977204&doi=10.1109%2fTII.2018.2843365&partnerID=40&md5=edc1d138ebc17a342b5d6cc22fc5e99d									
Mora-Gimeno2018	A secure multi-tier mobile edge computing model for data processing offloading based on degree of trust	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053821604&doi=10.3390%2fs18103211&partnerID=40&md5=f8e1e786864b75f0427e25b21d704ced									
Xing201813	Predictive Edge Computing with Hard Deadlines	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055834871&doi=10.1109%2fLANMAN.2018.8475056&partnerID=40&md5=2dc2dfddaadca624ff7a05df69b2e9d7									
Rahbari2018	A two-stage technique for quick and low power offloading in IoT	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060011664&doi=10.1145%2f3269961.3269972&partnerID=40&md5=a8e9f0a4ce32794c781996169c5be856									
Zhu201874	Cooperative computation offloading for UAVs: A joint radio and computing resource allocation approach	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055629831&doi=10.1109%2fEDGE.2018.00017&partnerID=40&md5=f19c50c5bee560bda474229b2079661e									
Xue2018177	Resource allocation for system throughput maximization based on mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060577416&doi=10.1145%2f3277453.3277491&partnerID=40&md5=e15d3e4c3e80a5f445038998ae49c53e									
Zhang2018	Energy-efficient online resource management and allocation optimization in multi-user multi-task mobile-edge computing systems with hybrid energy harvesting	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053658468&doi=10.3390%2fs18093140&partnerID=40&md5=b35b564b934785131b0d6486e48c5c28									
Ti2018373	Joint resource allocation, computation offloading, and path planning for UAV based hierarchical fog-cloud mobile systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057622337&doi=10.1109%2fCCE.2018.8465572&partnerID=40&md5=1d285ddf817e839903312e615e2b4e4b									
Chen20188769	Efficient Resource Allocation for On-Demand Mobile-Edge Cloud Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048480358&doi=10.1109%2fTVT.2018.2846232&partnerID=40&md5=59e2ccaddf18422c050cd7649c2aab83									
Kim20181922	An Optimal Pricing Scheme for the Energy-Efficient Mobile Edge Computation Offloading with OFDMA	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048885546&doi=10.1109%2fLCOMM.2018.2849401&partnerID=40&md5=43bcc93b939588a4a4dd44363ed61bb9									
Wu2018694	Android Unikernel: Gearing mobile code offloading towards edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046684527&doi=10.1016%2fj.future.2018.04.069&partnerID=40&md5=530087a380b7eabd22c52195229c4bf0									
Sun2018100	Wearable communications in 5g: Challenges and enabling technologies	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048890635&doi=10.1109%2fMVT.2018.2810317&partnerID=40&md5=0992e09f15652c7f2ae13c5f9682f8cf									
Hasan2018821	Aura: An incentive-driven ad-hoc IoT cloud framework for proximal mobile computation offloading	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038850533&doi=10.1016%2fj.future.2017.11.024&partnerID=40&md5=e08151bffea23a544f8523920baffb03									
Tiwary201881	Response time optimization for cloudlets in Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046168877&doi=10.1016%2fj.jpdc.2018.04.004&partnerID=40&md5=8652a5601f7fda6ac85ec26dbdc63ca2									
Zhou20181927	Computation rate maximization in UAV-Enabled wireless-powered mobile-edge computing systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051623974&doi=10.1109%2fJSAC.2018.2864426&partnerID=40&md5=68dfb07269dc5a246d52e0ca6505dacf									
Cao2018	Mobile Edge Computing for Cellular-Connected UAV: Computation Offloading and Trajectory Optimization	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053438265&doi=10.1109%2fSPAWC.2018.8445936&partnerID=40&md5=48b1be8d57e241d0d2e13f5cbfb1f1ff									
Aliobory2018	An Adaptive Offloading Decision Scheme in Two-Class Mobile Edge Computing Systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053544907&doi=10.1109%2fTSP.2018.8441475&partnerID=40&md5=31567eccb0ff2e02d77e86614545f63c									
Liao2018	Relay-enabled task offloading management for wireless body area networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052148583&doi=10.3390%2fapp8081409&partnerID=40&md5=69d888e408d826d0c4c9b6a371990bc6									
Pencheva2018	Third Party Initiated WLAN Offloading	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053113478&doi=10.1109%2fELECTRONICA.2018.8439381&partnerID=40&md5=3a8a19337ed31e9ceb323e6bb3bf3ddf									
Yang201844175	A novel collaborative task offloading scheme for secure and sustainable mobile cloudlet networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051649980&doi=10.1109%2fACCESS.2018.2853634&partnerID=40&md5=543b5050aa61d9198b9d579bce2e4c0a									
Li2018	New SDN-based architecture for integrated vehicular cloud computing networking	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052383634&doi=10.1109%2fMoWNet.2018.8428935&partnerID=40&md5=42aa520b0b8c204d696a3c65b3fde863									
Mahmoudi2018	MOCP: An offloading protocol for mobile cloud and IoT virtualization	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052368589&doi=10.1109%2fMoWNet.2018.8428923&partnerID=40&md5=0e3805c158d7c2eb3a7aebef37ccc23f									
Li201831	Edge intelligence: On-demand deep learning model co-inference with device-edge synergy	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056854955&doi=10.1145%2f3229556.3229562&partnerID=40&md5=76c07b7cd92ecee9709abb52256c8092									
Rimal2018160	Experimental testbed for edge computing in fiber-wireless broadband access networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051770667&doi=10.1109%2fMCOM.2018.1700793&partnerID=40&md5=da12200c2e74839f91bb8256ece03718									
Chen20181619	Computation Peer Offloading for Energy-Constrained Mobile Edge Computing in Small-Cell Networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049084094&doi=10.1109%2fTNET.2018.2841758&partnerID=40&md5=35a41ccba80bbf24b8b6493739eb89ba									
Guo201814	Computation offloading for multi-access mobile edge computing in ultra-dense networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051841314&doi=10.1109%2fMCOM.2018.1701069&partnerID=40&md5=9d8f7bf8c8601f6bf2c094dffcedf867									
Angin2018380	A self-protecting agents based model for high-performance mobile-cloud computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046736029&doi=10.1016%2fj.cose.2018.04.011&partnerID=40&md5=2341e06d1c6134770b6697d8bc3fcd3e									
daSilvaPinheiro20184060	Performance prediction for supporting mobile applications’ offloading	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047273253&doi=10.1007%2fs11227-018-2414-6&partnerID=40&md5=69d823ee36b884076bf3130e83d84c68									
Zhang20182633	Energy-latency tradeoff for energy-aware offloading in mobile edge computing networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039802999&doi=10.1109%2fJIOT.2017.2786343&partnerID=40&md5=3d855badffdd3bc43ed80e19b13988c1									
Wang20181	User mobility aware task assignment for Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044262975&doi=10.1016%2fj.future.2018.02.014&partnerID=40&md5=43dac8d247d47be583a65b43a37fd3ac									
Qiao201848	Collaborative task offloading in vehicular edge multi-access networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051841721&doi=10.1109%2fMCOM.2018.1701130&partnerID=40&md5=deb142673111df2140c79387ade586ff									
Gu2018	A distributed and context-aware task assignment mechanism for collaborative mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050725388&doi=10.3390%2fs18082423&partnerID=40&md5=c0c7188266bd806b93f817032d24b249									
Mondal20181564	Computation Offloading in Optical Access Cloudlet Networks: A Game-Theoretic Approach	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048003847&doi=10.1109%2fLCOMM.2018.2843327&partnerID=40&md5=40badb6efdbe9984481755a6dc3686dd									
Ruan2018	The Re-Expanded Cloud: Distributed Uplink Offloading for Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051419913&doi=10.1109%2fICC.2018.8422771&partnerID=40&md5=363968b89b5088717ec14db693ba8386									
Wang2018	Cooperative Dynamic Voltage Scaling and Radio Resource Allocation for Energy-Efficient Multiuser Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051431112&doi=10.1109%2fICC.2018.8422629&partnerID=40&md5=ba6f641af6cb26ffc56c6644704d7943									
Guo2018	Efficient computation offloading for multi-access edge computing in 5G HetNets	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051446284&doi=10.1109%2fICC.2018.8422238&partnerID=40&md5=d3085c7efd79b021662298deaddfb22d									
Messaoudi2018	Toward a mobile gaming based-computation offloading	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051431690&doi=10.1109%2fICC.2018.8422518&partnerID=40&md5=2f87250a0342eaf47762db5ab7db8683									
Wang2018	Dynamic computation offloading and resource allocation over mobile edge computing networks with energy harvesting capability	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051422752&doi=10.1109%2fICC.2018.8422096&partnerID=40&md5=e555731a44d10e8530ce2ebcb830d74a									
Liu2018	A computation offloading algorithm based on game theory for vehicular edge networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051444995&doi=10.1109%2fICC.2018.8422240&partnerID=40&md5=3c2a9045c6ecd20a591d297fe625dc95									
Du2018	Economical revenue maximization in cache enhanced mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051425646&doi=10.1109%2fICC.2018.8422232&partnerID=40&md5=22489e47fe57436615bc671543d5ce34									
Bi2018	An ADMM based method for computation rate maximization in wireless powered mobile-edge computing networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051433698&doi=10.1109%2fICC.2018.8422202&partnerID=40&md5=9bed381bf8f536be36a38b0471bbebdd									
Nguyen2018	Computation offloading in MIMO based mobile edge computing systems under perfect and imperfect CSI estimation	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051421178&doi=10.1109%2fICC.2018.8422274&partnerID=40&md5=59d5583cd6b8708a7d2723dd4c8abaf8									
Wang2018	A smart service rebuilding scheme across cloudlets via mobile AR frame feature mapping	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051432054&doi=10.1109%2fICC.2018.8422226&partnerID=40&md5=b9a823d8a24ed45b5e7a6e746d94abe7									
Hu2018	Power minimization for cooperative wireless powered mobile edge computing systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051418454&doi=10.1109%2fICC.2018.8422459&partnerID=40&md5=bb695973779a6f75ed27bc746711a416									
Parwez2018	Resource Allocation in Adaptive Virtualized Wireless Networks with Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051439463&doi=10.1109%2fICC.2018.8422630&partnerID=40&md5=35e74f98699094555a53a5336b759f99									
Nasrin2018	SharedMEC: Sharing clouds to support user mobility in mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051426347&doi=10.1109%2fICC.2018.8422241&partnerID=40&md5=2aca44382856dd2174d269300712a2f9									
Wang20181	MOT: A compatible transport mechanism of mobile edge computing and conventional traffic	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050983645&doi=10.1109%2fVTCSpring.2018.8417860&partnerID=40&md5=66c4cd21251316d02e365e2a565f2a16									
He20181	Delay-Aware Energy Efficient Computation Offloading for Energy Harvesting Enabled Fog Radio Access Networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050965962&doi=10.1109%2fVTCSpring.2018.8417646&partnerID=40&md5=eca8a82940ba74ff54bcf1f028dbf9a1									
Zhang20181	Coalition and Pricing Based Data Offloading in Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050964177&doi=10.1109%2fVTCSpring.2018.8417603&partnerID=40&md5=b86b3e5b06ce6ca0c1488fb8c9c253e0									
Sun20181	Computation Offloading with Virtual Resources Management in Mobile Edge Networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050963677&doi=10.1109%2fVTCSpring.2018.8417681&partnerID=40&md5=8e3ceed4344caf460133b30dbaca1fd8									
Bozorgchenani20181	A control and data plane split approach for partial offloading in mobile fog networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049172499&doi=10.1109%2fWCNC.2018.8377170&partnerID=40&md5=89d1b87407e0be3a4caee11cbd3b0170									
Li20181	Deep reinforcement learning based computation offloading and resource allocation for MEC	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049160479&doi=10.1109%2fWCNC.2018.8377343&partnerID=40&md5=356bdeecaadbf60f8717177fff8c3c5d									
Liu2018420	Price-Based Distributed Offloading for Mobile-Edge Computing with Computation Capacity Constraints	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037583153&doi=10.1109%2fLWC.2017.2780128&partnerID=40&md5=2bdf861089a13482352a993863a9c10c									
You20184104	Exploiting Non-Causal CPU-State Information for Energy-Efficient Mobile Cooperative Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048588664&doi=10.1109%2fTWC.2018.2820077&partnerID=40&md5=ba4323352dd6f2314173a4a3db82a6f8									
Zhang201845	An energy-efficient algorithm for multi-site application partitioning in MCC	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044142160&doi=10.1016%2fj.suscom.2018.02.008&partnerID=40&md5=7dff3d11cf26236039175496558c577f									
Liu20181869	Socially aware dynamic computation offloading scheme for fog computing system with energy harvesting devices	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044051416&doi=10.1109%2fJIOT.2018.2816682&partnerID=40&md5=72b30190f0172fbe6559892d95a9a03e									
Bi20184177	Computation Rate Maximization for Wireless Powered Mobile-Edge Computing with Binary Computation Offloading	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045220072&doi=10.1109%2fTWC.2018.2821664&partnerID=40&md5=95ff2c22b08a762ca59952ae7ef9c3d3									
Eshratifar2018111	Energy and performance efficient computation offloading for deep neural networks in a mobile cloud computing environment	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049487024&doi=10.1145%2f3194554.3194565&partnerID=40&md5=7a1e81c4132b7cd29e7fc9e66a2585aa									
Luo201866	Online algorithm for secure task offloading in dynamic networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048362842&doi=10.1109%2fISPA%2fIUCC.2017.00019&partnerID=40&md5=19711f18dabd65a102cfc2219a0bec23									
Cao2018	Joint computation and communication cooperation for mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048349610&doi=10.23919%2fWIOPT.2018.8362865&partnerID=40&md5=2a633a759a3ce98b01bf64a8612590af									
Badri2018198	A sample average approximation-based parallel algorithm for application placement in edge computing systems	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048336157&doi=10.1109%2fIC2E.2018.00044&partnerID=40&md5=f20059f3bb309b69fae79bd94aef2ebf									
Guo20184514	Collaborative computation offloading for multiaccess edge computing over fiber-wireless networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041212331&doi=10.1109%2fTVT.2018.2790421&partnerID=40&md5=3e21feb2e2efaa82cfbf2cdc2df1ecb7									
Meng2018462	Joint optimization of wireless bandwidth and computing resource in cloudlet-based mobile cloud computing environment	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013996938&doi=10.1007%2fs12083-017-0544-x&partnerID=40&md5=36e24731d3c3da94669c272091408287									
Wang2018397	Accelerating task completion in mobile offloading systems through adaptive restart	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966697351&doi=10.1007%2fs10270-016-0531-3&partnerID=40&md5=a590bc768e4fcd1d927d914e45cd0d3d									
Tseng2018398	Application-oriented offloading in heterogeneous networks for mobile cloud computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011284374&doi=10.1080%2f17517575.2017.1287432&partnerID=40&md5=173e7752ef24b3fd39c19332fde528ca									
Khanna20181	Adaptive mobile computation offloading for data stream applications	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049748065&doi=10.1109%2fICACCAF.2017.8344682&partnerID=40&md5=f468c0b49df0b20f3573cea92061e3ab									
Yoo2018869	Leveraging multicores for mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047018378&doi=10.1109%2fICOIN.2018.8343246&partnerID=40&md5=4cf6df22eee2c7366e6c63f9bc8e5e06									
Singh201849	Optimize cloud computations using edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047432537&doi=10.1109%2fBID.2017.8336572&partnerID=40&md5=c02aee7ea6c7b6e6f3d549de177220d4									
Sarvabhatla201869	A network aware energy efficient offloading algorithm for mobile cloud computing over 5g network	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049759843&doi=10.1109%2fCCEM.2017.17&partnerID=40&md5=aef3488b60d8cb3ed09862f4b066b7ff									
Shuja2018	SIMDOM: A framework for SIMD instruction translation and offloading in heterogeneous mobile architectures	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016402296&doi=10.1002%2fett.3174&partnerID=40&md5=986c68698f1e146c9221b4b9a18a9677									
Orsini2018	CloudAware: Empowering context-aware self-adaptation for mobile applications	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045095451&doi=10.1002%2fett.3210&partnerID=40&md5=d0791fcf9b9e89fbd462d3d50886a36f									
Hu20182375	Wireless powered cooperation-assisted mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040931159&doi=10.1109%2fTWC.2018.2794345&partnerID=40&md5=b937bccad13279102babe7398a33084b									
Kuang2018166	A quick-response framework for multi-user computation offloading in mobile cloud computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032991341&doi=10.1016%2fj.future.2017.10.034&partnerID=40&md5=23ec7f77590feaf1dfd2ed2e6d37246b									
Du20181594	Computation Offloading and Resource Allocation in Mixed Fog/Cloud Computing Systems with Min-Max Fairness Guarantee	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040334516&doi=10.1109%2fTCOMM.2017.2787700&partnerID=40&md5=54bebccb6bb911be267909cfb7ae64fd									
Jin20181010	Energy-efficient resource management in mobile cloud computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044740163&doi=10.1587%2ftranscom.2017EBP3177&partnerID=40&md5=a6c4c329a7c5ae21bbd2fc3455b063f2									
Meng20184	A secure and cost-efficient offloading policy for Mobile Cloud Computing against timing attacks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042862710&doi=10.1016%2fj.pmcj.2018.01.007&partnerID=40&md5=45a2a6a4813bcc78e187f19081508ac0									
Luo2018581	Energy-efficient autonomic offloading in mobile edge computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048134191&doi=10.1109%2fDASC-PICom-DataCom-CyberSciTec.2017.104&partnerID=40&md5=e2d164c0adfd040662c7e9a6b1d060c1									
Huang201817741	V2V Data Offloading for Cellular Network Based on the Software Defined Network (SDN) Inside Mobile Edge Computing (MEC) Architecture	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044740235&doi=10.1109%2fACCESS.2018.2820679&partnerID=40&md5=bc9b0702e189a05d91c8fde0b85559fd									
Kiss20181	Deployment of IoT applications on 5G edge	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050497266&doi=10.1109%2fFIOT.2018.8325595&partnerID=40&md5=f4e44002b75338abb35089ba4356a411									
Zhang201819324	Joint Computation Offloading and Resource Allocation Optimization in Heterogeneous Networks with Mobile Edge Computing	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044371574&doi=10.1109%2fACCESS.2018.2819690&partnerID=40&md5=9222673d6f13de670d307c1f22d78e2c									
Kalpana201873	A profile guided, analysis for energy-efficient computational offloading for mobile cloud computing environment	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047154129&doi=10.1109%2fCESYS.2017.8321191&partnerID=40&md5=068b51bd25f205132bf11bd8638f8ee9									
Ko201818920	Spatial and Temporal Computation Offloading Decision Algorithm in Edge Cloud-Enabled Heterogeneous Networks	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044260673&doi=10.1109%2fACCESS.2018.2818111&partnerID=40&md5=99444c09b3ef98805162f97418fa82ee									
Doriya2018598	Development of a cloud-based RTAB-map service for robots	2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050613118&doi=10.1109%2fRCAR.2017.8311928&partnerID=40&md5=dd6f60cdb2f4c5e8383afaf44e3bf6b2									
